0.00000	[-inf]
0.00013	[-inf]
0.00025	-90.30900
0.00038	-84.28840
0.00050	-90.30900
0.00063	-90.30900
0.00075	[-inf]
0.00088	-90.30900
0.00100	-84.28840
0.00112	-84.28840
0.00125	-84.28840
0.00137	-84.28840
0.00150	-90.30900
0.00162	-90.30900
0.00175	[-inf]
0.00187	[-inf]
0.00200	[-inf]
0.00213	-90.30900
0.00225	-90.30900
0.00237	-90.30900
0.00250	[-inf]
0.00263	[-inf]
0.00275	-90.30900
0.00287	-90.30900
0.00300	-90.30900
0.00313	-90.30900
0.00325	[-inf]
0.00337	-90.30900
0.00350	-78.26780
0.00363	-80.76657
0.00375	-84.28840
0.00387	[-inf]
0.00400	-84.28840
0.00413	-80.76657
0.00425	-84.28840
0.00438	-78.26780
0.00450	-78.26780
0.00462	-78.26780
0.00475	-84.28840
0.00487	-90.30900
0.00500	[-inf]
0.00513	-84.28840
0.00525	-84.28840
0.00537	-90.30900
0.00550	-90.30900
0.00562	[-inf]
0.00575	-90.30900
0.00588	-84.28840
0.00600	-80.76657
0.00613	-84.28840
0.00625	-90.30900
0.00637	-90.30900
0.00650	-90.30900
0.00662	-90.30900
0.00675	-90.30900
0.00688	[-inf]
0.00700	[-inf]
0.00713	-90.30900
0.00725	-84.28840
0.00737	-80.76657
0.00750	-80.76657
0.00762	-78.26780
0.00775	-80.76657
0.00788	-84.28840
0.00800	-90.30900
0.00813	-80.76657
0.00825	-84.28840
0.00838	-80.76657
0.00850	-90.30900
0.00863	[-inf]
0.00875	-78.26780
0.00887	-78.26780
0.00900	-78.26780
0.00912	-78.26780
0.00925	-84.28840
0.00937	-90.30900
0.00950	[-inf]
0.00962	-90.30900
0.00975	[-inf]
0.00988	-84.28840
0.01000	-84.28840
0.01013	-84.28840
0.01025	-84.28840
0.01038	-84.28840
0.01050	-90.30900
0.01063	-90.30900
0.01075	[-inf]
0.01087	[-inf]
0.01100	[-inf]
0.01112	-90.30900
0.01125	-84.28840
0.01137	-84.28840
0.01150	-84.28840
0.01162	-84.28840
0.01175	-90.30900
0.01188	-84.28840
0.01200	-84.28840
0.01213	-80.76657
0.01225	-84.28840
0.01238	-84.28840
0.01250	-84.28840
0.01263	-84.28840
0.01275	-84.28840
0.01287	-90.30900
0.01300	-80.76657
0.01312	-84.28840
0.01325	-90.30900
0.01337	-84.28840
0.01350	[-inf]
0.01362	[-inf]
0.01375	[-inf]
0.01388	-90.30900
0.01400	[-inf]
