1	-26.44466
2	-25.31786
3	-24.44197
4	-23.76189
5	-23.28691
6	-22.97410
7	-22.75831
8	-22.63030
9	-22.53068
10	-22.43317
11	-22.36938
12	-22.38476
13	-22.52247
14	-22.85260
15	-23.46873
16	-24.47907
17	-26.00905
18	-28.29075
19	-31.89028
20	-38.44772
21	-61.55928
22	-38.39490
23	-33.64169
24	-31.46920
25	-30.49094
26	-30.19892
27	-30.29971
28	-30.59153
29	-30.89433
30	-31.05511
31	-31.02830
32	-30.81335
33	-30.46432
34	-30.03853
35	-29.58686
36	-29.13972
37	-28.65870
38	-28.11970
39	-27.49169
40	-26.75032
41	-25.93928
42	-25.10008
43	-24.26423
44	-23.52891
45	-22.94693
46	-22.54426
47	-22.40514
48	-22.57511
49	-23.09534
50	-24.03587
51	-25.45837
52	-27.47042
53	-30.28394
54	-34.31210
55	-40.72879
56	-62.49240
57	-44.80855
58	-39.49753
59	-36.79373
60	-34.86018
61	-33.11161
62	-31.42444
63	-29.73540
64	-28.14921
65	-26.73839
66	-25.56330
67	-24.62614
68	-23.88502
69	-23.36192
70	-22.99924
71	-22.74946
72	-22.61036
73	-22.49786
74	-22.42164
75	-22.38729
76	-22.39918
77	-22.55831
78	-22.86123
79	-23.40240
80	-24.29378
81	-25.59447
82	-27.54769
83	-30.50704
84	-35.40761
85	-47.13974
86	-43.14223
87	-35.70508
88	-32.66861
89	-31.20329
90	-30.58543
91	-30.44588
92	-30.62050
93	-30.88435
94	-31.06146
95	-31.11120
96	-30.98685
97	-30.70479
98	-30.28357
99	-29.79836
100	-29.30483
