,fft
293,-2.653767591205123
294,-2.7548020722779616
295,-2.528110723748051
296,-2.3770888417783738
297,-2.272972720507355
298,-2.247399290593384
299,-2.3223350111123624
300,-2.4136645678853563
301,-2.2907211036795063
302,-2.1600825436333557
303,-2.1358832968680037
304,-2.2227526545176777
305,-2.420245899428474
306,-2.586945331442231
307,-2.502838781434867
308,-2.412930838061099
309,-2.3458870481064595
310,-2.3057651521638123
311,-2.329608770666992
312,-2.3905649933920987
313,-2.3229538146286774
314,-2.186335575365591
315,-2.124351036192655
316,-2.159301449929096
317,-2.284008801649679
318,-2.420328479827292
319,-2.41661465544803
320,-2.375649041013508
321,-2.367752436076797
322,-2.364545168525147
323,-2.374759471075042
324,-2.406031578932406
325,-2.353279069427043
326,-2.2190337452949427
327,-2.1330992420264394
328,-2.131003828954615
329,-2.2066543546730393
330,-2.307616795842917
331,-2.3289678980256103
332,-2.3107728046008758
333,-2.335367027506337
334,-2.3893595402541035
335,-2.4297473094941484
336,-2.448026453133173
337,-2.389378782113221
338,-2.250821819426277
339,-2.144895570929465
340,-2.1148550834978073
341,-2.1566620985949383
342,-2.2290312055806454
343,-2.2537246690214183
344,-2.2425985791993055
345,-2.26959131722765
346,-2.3507684851262565
347,-2.4443626645553334
348,-2.485313574706047
349,-2.4230668503367943
350,-2.280928468632559
351,-2.1615515916289314
352,-2.109029085065303
353,-2.1214426369349826
354,-2.1649625687219753
355,-2.1805983526491537
356,-2.171077165767783
357,-2.195116765170072
358,-2.278770362852656
359,-2.401709085227155
360,-2.4843873844462387
361,-2.436230020492127
362,-2.2952586469921585
363,-2.168724409552923
364,-2.1024942939171036
365,-2.095321617833761
366,-2.1158015579679454
367,-2.1169959748308567
368,-2.1017536894340587
369,-2.1172984036671028
370,-2.1905363003608063
371,-2.313879277539047
372,-2.425498926210624
373,-2.4196861901143154
374,-2.3013729113683516
375,-2.1754263912761704
376,-2.0973813482936627
377,-2.070762710821721
378,-2.0680550461981015
379,-2.0537233762069484
380,-2.0344776211842115
381,-2.046629823612617
382,-2.1099620078748997
383,-2.2169649915828606
384,-2.3226235277192204
385,-2.3530186128080337
386,-2.281882471946295
387,-2.174192957239818
388,-2.0944142251754503
389,-2.054192290032886
390,-2.029659909045077
391,-1.9967597526387353
392,-1.9687983526571156
393,-1.9755580545756488
394,-2.0299467018357147
395,-2.120419855634591
396,-2.2113125290163325
397,-2.2608896026175405
398,-2.2391085094180845
399,-2.1597449550975423
400,-2.081874882529194
401,-2.029407789975682
402,-1.9865870459585038
403,-1.9416493780391533
404,-1.9110459470190784
405,-1.9156478805286645
406,-1.9601349589683075
407,-2.0306249325466568
408,-2.103522139479783
409,-2.1643589553790674
410,-2.188921136156231
411,-2.146632593541389
412,-2.0730427309960535
413,-2.0041937891768775
414,-1.938839600519586
415,-1.8805389794936427
416,-1.8481047389256127
417,-1.8536591375113844
418,-1.8928064011030254
419,-1.9482098505830003
420,-2.006214548019707
421,-2.0676380541375865
422,-2.115887110204916
423,-2.104949080097032
424,-2.0399196232210786
425,-1.959736768758388
426,-1.8801501850089695
427,-1.8161661183987314
428,-1.7830098101730811
429,-1.7847642409810922
430,-1.8125389364098314
431,-1.8533973178284529
432,-1.9058782440256445
433,-1.9756357039473902
434,-2.044190948731348
435,-2.054653588411053
436,-1.9916885076123856
437,-1.898884023757775
438,-1.8117193763467485
439,-1.7506616035005216
440,-1.7232752678190444
441,-1.724014914205659
442,-1.7412287681736935
443,-1.770554756263181
444,-1.820558517356489
445,-1.8983007982392752
446,-1.981049510566167
447,-2.003393491799588
448,-1.9368199634430134
449,-1.8354179661476966
450,-1.7463145217438578
451,-1.688506587450975
452,-1.6624681355435613
453,-1.6592676362052279
454,-1.6716573535716086
455,-1.702914606231484
456,-1.7619961056749114
457,-1.8482003437743875
458,-1.9325672960546927
459,-1.9472971717922711
460,-1.8715475832088104
461,-1.7695523357338838
462,-1.6880885194120394
463,-1.6365367732001614
464,-1.6089124747300148
465,-1.598700672551892
466,-1.6085263250218211
467,-1.64715379171468
468,-1.7185937722571303
469,-1.8121225544655306
470,-1.8863690865391012
471,-1.8753082663260146
472,-1.7855380510701195
473,-1.68807656442865
474,-1.6159484004021922
475,-1.5699649054465636
476,-1.5434969429670296
477,-1.5361620044603002
478,-1.5536304569873605
479,-1.6008304292271247
480,-1.675401746490184
481,-1.7621688003125824
482,-1.8170273623926785
483,-1.784735213606322
484,-1.6944205069269205
485,-1.6069902245546142
486,-1.5406706243674098
487,-1.4954282916004147
488,-1.4725105760691424
489,-1.4763998711258406
490,-1.5092425459580376
491,-1.5676371815024324
492,-1.6444926035318583
493,-1.721522398379236
494,-1.751067914595605
495,-1.6974684628743997
496,-1.609317725199135
497,-1.5297906065506974
498,-1.4695225040893574
499,-1.4312789181038914
500,-1.4194912811999656
501,-1.4360363964753426
502,-1.479647058012855
503,-1.546895335063047
504,-1.6312136147331138
505,-1.70116602212127
506,-1.6942564419377164
507,-1.6135904403597119
508,-1.521373885668927
509,-1.447027270054474
510,-1.3991569078457675
511,-1.3796752640508716
512,-1.386688530105448
513,-1.4172489749476764
514,-1.4708351766530934
515,-1.5494905917161008
516,-1.6376305105680737
517,-1.6728962621619876
518,-1.6113089923194464
519,-1.5123125537412876
520,-1.425526048923977
521,-1.3659934575531871
522,-1.3365876520678766
523,-1.3356347599643397
524,-1.3598851544768535
525,-1.4094586756870104
526,-1.4850302400539108
527,-1.5764566958111494
528,-1.6302396275337483
529,-1.586130488570917
530,-1.4876861924605902
531,-1.3974268484860608
532,-1.334506493638485
533,-1.2997403341286498
534,-1.2901910178517604
535,-1.305886480063897
536,-1.3502949289870774
537,-1.426656875288445
538,-1.5236841484080657
539,-1.5905715841443346
540,-1.553562532929659
541,-1.4517380195974394
542,-1.357468105304361
543,-1.2938057261488505
544,-1.2601260910432477
545,-1.2519063960219956
546,-1.267909489695336
547,-1.3118998755413878
548,-1.3865456798230202
549,-1.484330566298206
550,-1.553272987488091
551,-1.5156747030520885
552,-1.4122646925902065
553,-1.317496654103089
554,-1.2518771848766397
555,-1.216007777002228
556,-1.2094555388376642
557,-1.2333198900611884
558,-1.2876192202272103
559,-1.3702979112920177
560,-1.4661151306756386
561,-1.517614587657201
562,-1.4619819761166402
563,-1.358352093102893
564,-1.2709152046035121
565,-1.2116062136297412
566,-1.180592567561435
567,-1.1788283192981956
568,-1.2092057652547803
569,-1.272896737190407
570,-1.3668001405939958
571,-1.465105478796237
572,-1.488623267571546
573,-1.4034100075919325
574,-1.2975248951456575
575,-1.2172808269139368
576,-1.169896624669995
577,-1.1540758907874094
578,-1.1684706945505372
579,-1.2124041982315428
580,-1.288137004531385
581,-1.3908901868797972
582,-1.4743591908929905
583,-1.4444730847322182
584,-1.3371076675989788
585,-1.237587146336976
586,-1.1686627730117305
587,-1.135297920356499
588,-1.1373767650496522
589,-1.173733407846017
590,-1.2426356770919234
591,-1.3434191664990887
592,-1.4483444405118076
593,-1.4625868115236274
594,-1.3644642201122872
595,-1.255695365329718
596,-1.1778408573771646
597,-1.1334981122486885
598,-1.1224857495434446
599,-1.1450239788962113
600,-1.2056995914075066
601,-1.3066975074915301
602,-1.4306738337440028
603,-1.473612489468521
604,-1.3758224893076103
605,-1.2551591790468999
606,-1.1696687164938426
607,-1.1245946483407758
608,-1.1142155618874598
609,-1.1353228138824902
610,-1.1901782551213984
611,-1.2861849493581958
612,-1.4107192839409008
613,-1.466868403109787
614,-1.3710414011029868
615,-1.2463218432067227
616,-1.1570600742460015
617,-1.1083719172110622
618,-1.09816530467265
619,-1.124952217253106
620,-1.1903739444492722
621,-1.294775208142634
622,-1.4192689307358877
623,-1.4516355146340312
624,-1.3411718942933843
625,-1.2229630379678378
626,-1.1438876463192356
627,-1.1022786903113226
628,-1.095108486554323
629,-1.1271004009041417
630,-1.204907969982199
631,-1.3287564949483686
632,-1.4557203135298868
633,-1.4360385981561623
634,-1.3005086038817706
635,-1.1869909662296774
636,-1.1207598508144276
637,-1.0967255171270445
638,-1.109755149342627
639,-1.1619433162313275
640,-1.257858975981068
641,-1.3968335052577516
642,-1.4860442533488984
643,-1.3861180137827407
644,-1.2470590203829761
645,-1.1498206849038783
646,-1.0999675755582456
647,-1.0968009032797765
648,-1.1402076509596875
649,-1.2286257995540835
650,-1.3605260637776027
651,-1.4876534981332905
652,-1.4327987023235167
653,-1.2861828646069884
654,-1.178509417664109
655,-1.1167326228919705
656,-1.0985542429969706
657,-1.12624401360179
658,-1.206449805761685
659,-1.3435754338479835
660,-1.4940185619919115
661,-1.4601385871933577
662,-1.2997317314151953
663,-1.1774850110797308
664,-1.114713023816066
665,-1.1037629588304103
666,-1.1352879035938124
667,-1.210459589238826
668,-1.3446878871130288
669,-1.5077179495984585
670,-1.466187820715147
671,-1.2965019236731044
672,-1.1719018128002545
673,-1.1072679472470486
674,-1.0998199822091437
675,-1.1445867995989523
676,-1.2419727957855002
677,-1.4009985620076888
678,-1.5369826114247225
679,-1.4192343121688615
680,-1.2574113779428655
681,-1.1586738654902724
682,-1.1126187324093908
683,-1.1139225661577379
684,-1.173792205477644
685,-1.3118628369174783
686,-1.5162389429787009
687,-1.535371371973784
688,-1.3352936415100745
689,-1.1954646426292725
690,-1.1322199600220004
691,-1.122646779533096
692,-1.159660765260183
693,-1.2596201492561219
694,-1.4500387731638031
695,-1.6033225558941973
696,-1.4128639196797452
697,-1.23920324961704
698,-1.1468356851613963
699,-1.1188144779180047
700,-1.155328107066404
701,-1.2598009886651624
702,-1.4374021396254895
703,-1.6169802133508695
704,-1.4509269489189995
705,-1.2680225723374727
706,-1.171264129609424
707,-1.1340131504739228
708,-1.163410076810571
709,-1.2761033501741523
710,-1.4834227539606624
711,-1.6578014613997962
712,-1.4477846685004063
713,-1.2617324398974281
714,-1.1699733954317701
715,-1.1545766614613353
716,-1.2054198499914446
717,-1.329877371587663
718,-1.5798772120523183
719,-1.6791831542518623
720,-1.410638992266323
721,-1.2446028228472243
722,-1.1682721196368466
723,-1.1837584770673149
724,-1.2798190710695427
725,-1.4704839682134299
726,-1.7938467472413901
727,-1.5707404710613744
728,-1.331647871784669
729,-1.2220270276509955
730,-1.1973832032644194
731,-1.2488933288465316
732,-1.4176091223039693
733,-1.815393889163076
734,-1.7213238213110404
735,-1.39049775706604
736,-1.2533843478329718
737,-1.2315382227906744
738,-1.2736344768663084
739,-1.4144787955494367
740,-1.8247678589497722
741,-1.8238899049514996
742,-1.4265818374287302
743,-1.2728458183448286
744,-1.2429104023946786
745,-1.308576729202607
746,-1.5040094820361423
747,-2.0017433955626527
748,-1.7597437462985233
749,-1.4119080075337758
750,-1.2986865940521388
751,-1.2706736017295925
752,-1.3574750735531724
753,-1.6486981574340314
754,-2.5434620953534384
755,-1.583158531172283
756,-1.3733659055312413
757,-1.313356264913109
758,-1.342566626718562
759,-1.5058790459938665
760,-2.001627323614352
761,-1.8277064038696218
762,-1.4654197509840912
763,-1.331107586220179
764,-1.3485455736525893
765,-1.5079769676058865
766,-1.8771648654052389
767,-2.0038336768670497
768,-1.561203262269519
769,-1.3906126580433555
770,-1.3709710881389543
771,-1.5088245396558944
772,-1.9460908442738867
773,-1.9383478041886772
774,-1.562929671130449
775,-1.4352141571791677
776,-1.4534890526351996
777,-1.5895901582912917
778,-2.3009986194326646
779,-1.8538858675495593
780,-1.5124490693319264
781,-1.4925584878043496
782,-1.571382077779903
783,-1.918366014321114
784,-2.346075642658683
785,-1.6761759861039696
786,-1.541712480827299
787,-1.5890433245208493
788,-1.9136569009913256
789,-2.473572728838465
790,-1.7494912228952302
791,-1.6598680632973033
792,-1.6554209620234819
793,-2.06121276521582
794,-2.20153151828027
795,-1.7557737819738097
796,-1.725848846525345
797,-1.8635981395460604
798,-2.3323989090841923
799,-1.929174528584348
800,-1.8288715357039391
801,-1.8307179612721767
802,-2.384544738050314
803,-2.0304197501769123
804,-1.9674931213461209
805,-1.9107668233531798
806,-2.5149194848440715
807,-2.0684734136211964
808,-2.107978464606932
809,-2.1055694143559904
810,-2.7321018723103316
811,-2.0790132149814866
812,-2.236925175864087
813,-2.578416985394677
814,-2.3002075127001356
815,-2.5174784120032796
816,-2.579210238410244
817,-3.017762500641719
818,-2.3916867292840016
819,-2.4682960375764895
820,-2.5653388900612604
821,-2.4223563266832793
822,-2.421216234620127
823,-2.4022882365138694
824,-2.4057764298055346
825,-2.4010286375679115
826,-2.3144580096601546
827,-2.241532104398626
828,-2.2037964064466053
829,-2.1668071716847463
830,-2.1062946064027526
831,-2.020912593568405
832,-1.9119015047981769
833,-1.776867099595278
834,-1.6152219750928472
835,-1.436023845963943
836,-1.2568160790601062
837,-1.0991231345518566
838,-0.9840864064169337
839,-0.9350318560759058
840,-0.9863226920833227
841,-1.2040323892291975
842,-1.4295342792342631
843,-1.249588918044687
844,-1.525952311921822
845,-1.3038333767745716
846,-0.9883667399649175
847,-1.2185016935991024
848,-1.0364678560368994
849,-0.7308526688754848
850,-0.9006282565820823
851,-0.9703012065741792
852,-0.6721334045287423
853,-0.8150511675372883
854,-0.8000735706540707
855,-0.6936476854011164
856,-0.7927563346454268
857,-0.7445836281141531
858,-0.6761903382144772
859,-0.7302378022451591
860,-0.8347490459034759
861,-0.6514191247516448
862,-0.6805309841443664
863,-0.7955400385049507
864,-0.8543760138134943
865,-0.6585242668677698
866,-0.6688831952560786
867,-0.8609358739991007
868,-0.8512049268247737
869,-0.7116261189118688
870,-0.706642760708172
871,-0.8196456858187651
872,-0.9830599815006302
873,-0.7296211391907554
874,-0.6750386303759645
875,-0.7921229202422847
876,-1.0321386823686904
877,-0.9093908329287125
878,-0.6881033206268236
879,-0.6554816870879501
880,-0.8168972538270304
881,-1.2039467487971751
882,-0.871309285332384
883,-0.6884159902341143
884,-0.6531620781018126
885,-0.7682138050204139
886,-1.1842432281286288
887,-0.9380007618675414
888,-0.6944844729574674
889,-0.6496333262266359
890,-0.7335796943582229
891,-0.9658565080737481
892,-1.0924708144142334
893,-0.7799792507627319
894,-0.6394138544272963
895,-0.6750809352341622
896,-0.8464445423640083
897,-1.0385577964118256
898,-0.8904099311489005
899,-0.7228199467581616
900,-0.648623352418296
901,-0.7043916400501
902,-0.8909959831682055
903,-0.9894510248559041
904,-0.7779940936610872
905,-0.6773055181667837
906,-0.6800863788430489
907,-0.7374308031784256
908,-0.865359856894915
909,-0.9098676989040168
910,-0.7537892389413359
911,-0.6547996422383013
912,-0.6659892615111568
913,-0.7506470327227511
914,-0.8507207620811797
915,-0.822955064574006
916,-0.7331675183196972
917,-0.6718986135572633
918,-0.657875001678857
919,-0.7178479910518705
920,-0.8137211683540616
921,-0.8020251098882389
922,-0.7115136283875182
923,-0.665829577482218
924,-0.6627526663517261
925,-0.7027489159746971
926,-0.7603072859715211
927,-0.7723041629048177
928,-0.7231149281244994
929,-0.6664575124556614
930,-0.6503441990669848
931,-0.6853333903665964
932,-0.7345086117802563
933,-0.7445963307857354
934,-0.7164905031653267
935,-0.6788123654661419
936,-0.6530462559028064
937,-0.6648303027901499
938,-0.7025443847393426
939,-0.7287274826033581
940,-0.7174115311064542
941,-0.6815130224724922
942,-0.6557722868307786
943,-0.6590801619829783
944,-0.681221593177448
945,-0.7030649852404932
946,-0.7119034176211743
947,-0.6947935349786692
948,-0.6639384077263268
949,-0.6526279689375643
950,-0.6661871155595279
951,-0.686311375300981
952,-0.7004473085903344
953,-0.696891782944828
954,-0.6766627154126882
955,-0.6600164366356496
956,-0.6589446438775398
957,-0.6687605067782532
958,-0.6850120314320809
959,-0.6959364731663493
960,-0.6864127586585169
961,-0.6687707589740132
962,-0.6617419448446762
963,-0.6634570396627201
964,-0.6707230585743448
965,-0.6831262369728033
966,-0.6879955627156693
967,-0.6796679523667558
968,-0.6702517533749102
969,-0.6657212456596788
970,-0.6650239903426111
971,-0.6715631474873004
972,-0.680307859917664
973,-0.6807034398958084
974,-0.6767478700786751
975,-0.6742179571976683
976,-0.6702797693335043
977,-0.6677931525643734
978,-0.6714401944372816
979,-0.6746323937951128
980,-0.6748665281443086
981,-0.677257212916788
982,-0.6786201586575211
983,-0.6747573992983876
984,-0.6717523439868278
985,-0.6710566739545262
986,-0.6687792776399696
987,-0.6697764730771294
988,-0.6773017718785116
989,-0.682677835806803
990,-0.6814049772338049
991,-0.6770426288675498
992,-0.6697270375952618
993,-0.6631764896967464
994,-0.6660071803833706
995,-0.6761403027567741
996,-0.6846558930876208
997,-0.6884514633488401
998,-0.6841937748985779
999,-0.6703717530253264
1000,-0.6580843823625288
1001,-0.6600771235368779
1002,-0.6728637885218439
1003,-0.6866707963559892
1004,-0.6951339307127893
1005,-0.6903283225519001
1006,-0.6723080833523613
1007,-0.6565938612797916
1008,-0.6541883215482336
1009,-0.6647974707930955
1010,-0.6851069660053822
1011,-0.7026534527364708
1012,-0.6986151499032037
1013,-0.6754348214658293
1014,-0.654973149424414
1015,-0.6494810333615884
1016,-0.6582151397295534
1017,-0.6804626459638511
1018,-0.7050052121850374
1019,-0.7077049949364964
1020,-0.6847978289108627
1021,-0.6577112552880772
1022,-0.6431059265360602
1023,-0.6495348867734869
1024,-0.6771429617201401
1025,-0.7074037502895254
1026,-0.7145669244083411
1027,-0.6943162140049218
1028,-0.6650744399405093
1029,-0.643381166748663
1030,-0.641621920761143
1031,-0.667356444199743
1032,-0.7061216539457
1033,-0.7250710583639424
1034,-0.7073225075954109
1035,-0.6709057303507048
1036,-0.6424468665590797
1037,-0.6387379907112043
1038,-0.6609650823879805
1039,-0.6974910350102359
1040,-0.7274470984276035
1041,-0.722487995198669
1042,-0.6836418175497925
1043,-0.643374196707452
1044,-0.6306902861376192
1045,-0.6521223753246888
1046,-0.6929298556988868
1047,-0.7288463578834184
1048,-0.7306639528860468
1049,-0.6935017213387284
1050,-0.6510235006997087
1051,-0.6311178266649895
1052,-0.6410025104456561
1053,-0.680358477364569
1054,-0.7311524515233829
1055,-0.7453538210716076
1056,-0.7051255469581705
1057,-0.6547021407532142
1058,-0.632030804322392
1059,-0.6408462179904126
1060,-0.6751842822403509
1061,-0.7257460637647715
1062,-0.753366907949379
1063,-0.7235280737873881
1064,-0.6692681200875397
1065,-0.6323399584346551
1066,-0.6334663156797087
1067,-0.6752484791602441
1068,-0.7323227242436376
1069,-0.7586834998327923
1070,-0.730887636691335
1071,-0.681942344203041
1072,-0.6452801466225531
1073,-0.6345487917220971
1074,-0.6661985305534579
1075,-0.7312946771272306
1076,-0.7728352669287369
1077,-0.745565514139488
1078,-0.6857848886670883
1079,-0.6465256786216171
1080,-0.6445608075066372
1081,-0.6733505077363499
1082,-0.725462384450761
1083,-0.7732616002120429
1084,-0.7618267676667435
1085,-0.7023230395339444
1086,-0.6486090821747927
1087,-0.6412113133708536
1088,-0.6808612129246995
1089,-0.7379862837792348
1090,-0.7780676916531594
1091,-0.7617453435187138
1092,-0.7088090423321902
1093,-0.6643015664493407
1094,-0.6473497677836096
1095,-0.6752040014820558
1096,-0.7429658773126375
1097,-0.7937431994541253
1098,-0.7679300705948948
1099,-0.7020483087997051
1100,-0.6651118663496037
1101,-0.6612624270925122
1102,-0.6835649474050012
1103,-0.7424535685180187
1104,-0.7962256418531857
1105,-0.7773294908148392
1106,-0.7100847829596192
1107,-0.6595083634647573
1108,-0.6599030091563618
1109,-0.7015125626390281
1110,-0.7628873019456521
1111,-0.8039228205402488
1112,-0.7766734556274844
1113,-0.7185017333428474
1114,-0.6671972668931804
1115,-0.6612473157900761
1116,-0.7165098525727434
1117,-0.7964431192520791
1118,-0.8318185302103579
1119,-0.7714280819016819
1120,-0.7030254888152623
1121,-0.6713463454061782
1122,-0.6795019220193879
1123,-0.7415890273543346
1124,-0.8324002953203167
1125,-0.8465767477783546
1126,-0.7535163949555586
1127,-0.6750483131254283
1128,-0.6645436336098691
1129,-0.7050474795890593
1130,-0.7946175739944589
1131,-0.8697477316178315
1132,-0.8145356848035956
1133,-0.7177909531393663
1134,-0.6622915572963101
1135,-0.6741952453358577
1136,-0.7575471867130015
1137,-0.8818896785566592
1138,-0.8877768902960077
1139,-0.7623840122023917
1140,-0.6905161388029167
1141,-0.683043849949562
1142,-0.7453002143767411
1143,-0.8758477763947533
1144,-0.9631601983142569
1145,-0.8476708066944723
1146,-0.7160688346124935
1147,-0.6890092547523684
1148,-0.7570178039425328
1149,-0.9070075519075774
1150,-1.0198030249359935
1151,-0.9038944670983404
1152,-0.7671294531118565
1153,-0.7041933112384178
1154,-0.7599077921374242
1155,-0.9371351792822372
1156,-1.1296735123535817
1157,-0.9133413275126689
1158,-0.7723697991844186
1159,-0.7412511269556953
1160,-0.7969300676413231
1161,-0.9883759382846233
1162,-1.2190367239830775
1163,-0.9541511993094659
1164,-0.764612744488087
1165,-0.7586665846133565
1166,-0.8778208917763451
1167,-1.1880544897475098
1168,-1.2446453509437054
1169,-0.9307663814445823
1170,-0.7672863221572459
1171,-0.7804323761336768
1172,-1.0035854345792805
1173,-1.9538500220959483
1174,-0.9922352404630125
1175,-0.8176342983974216
1176,-0.7879564152516656
