,fft
0,-0.4974468807187077
1,-0.9327567495549298
2,-1.3229582228630208
3,-1.7334574399790146
4,-2.30399495981273
5,-2.4930237302189844
6,-2.2612153733764915
7,-2.2253915308458074
8,-2.276677951919108
9,-2.3831843650399023
10,-2.5149511498044412
11,-2.602878446064532
12,-2.6035529542887565
13,-2.5803234490107516
14,-2.581367175890994
15,-2.613433419785525
16,-2.6665440900458104
17,-2.720895236960705
18,-2.754663468292036
19,-2.763212142302702
20,-2.7619068544593084
21,-2.766424116617954
22,-2.7836752117763433
23,-2.8126341978941327
24,-2.8456878785293247
25,-2.8705748264973736
26,-2.879575556093644
27,-2.8779812031207896
28,-2.8784374926830845
29,-2.8898329212866707
30,-2.912130896110702
31,-2.9371638561901823
32,-2.9541588239607983
33,-2.9590276390048476
34,-2.95723644565176
35,-2.9577368861862734
36,-2.966053084619579
37,-2.982191575170119
38,-3.0014299870075725
39,-3.015701440463709
40,-3.019420558565067
41,-3.0154489120366152
42,-3.012820002043047
43,-3.019075735331284
44,-3.0345478424892134
45,-3.052150338050315
46,-3.0623388555863027
47,-3.061566054936783
48,-3.0560798431741665
49,-3.054322876934493
50,-3.0605312028831917
51,-3.073612771608406
52,-3.088156934138074
53,-3.0965152858521012
54,-3.0946996004008906
55,-3.08689267424215
56,-3.0828427881629867
57,-3.0891109993451242
58,-3.104230435825468
59,-3.118684644305223
60,-3.1223221804671164
61,-3.1150312565920952
62,-3.106686242539552
63,-3.1057554912468035
64,-3.113945899788877
65,-3.127213884626314
66,-3.1378716088676466
67,-3.139470327554913
68,-3.131892620974827
69,-3.122301576357217
70,-3.120172497706825
71,-3.129711823170856
72,-3.145574810033103
73,-3.1554386777706007
74,-3.1508378002761246
75,-3.138677874738535
76,-3.130777232930255
77,-3.133557187073465
78,-3.14463103255493
79,-3.157188531494778
80,-3.163132902836067
81,-3.15806628394422
82,-3.1457225606913473
83,-3.1360153711268506
84,-3.1381812039015204
85,-3.153283683252665
86,-3.1697795025170716
87,-3.171684070921599
88,-3.1571637310223943
89,-3.1417400420233625
90,-3.1383388154137264
91,-3.1479207652746193
92,-3.1626001754549025
93,-3.1721509653144437
94,-3.1699690204468327
95,-3.156719537627423
96,-3.141454962068761
97,-3.136247648574797
98,-3.1480679981892856
99,-3.169538137608148
100,-3.179862640792561
101,-3.166215222425291
102,-3.1434999581156164
103,-3.132564666288687
104,-3.139881114229429
105,-3.1572332746508884
106,-3.1708225757212163
107,-3.170823642860657
108,-3.1573579004850236
109,-3.138630000301246
110,-3.1269758889405805
111,-3.13359093504907
112,-3.1572560545482578
113,-3.1771403821637016
114,-3.1676830051051006
115,-3.137958416183102
116,-3.1183700610817082
117,-3.122824376109578
118,-3.143300493826462
119,-3.160979021599303
120,-3.161926986640845
121,-3.148195577250213
122,-3.128386233194727
123,-3.1131413625888626
124,-3.113318955607543
125,-3.133967197427138
126,-3.1605191509827457
127,-3.161218690333333
128,-3.1298565487713925
129,-3.1002402050561004
130,-3.0966354856465483
131,-3.1170136558102843
132,-3.140601466577249
133,-3.1467944267127606
134,-3.1345990506649466
135,-3.1130633944061334
136,-3.091267885121607
137,-3.082519374888557
138,-3.0992866975779982
139,-3.1356161263795976
140,-3.151951435010577
141,-3.118352065067941
142,-3.0730496200530975
143,-3.057662104787086
144,-3.0786783353200127
145,-3.1149107935932316
146,-3.130808862295745
147,-3.1146749679947794
148,-3.084923878570518
149,-3.0573665776291574
150,-3.0445630187957313
151,-3.0597956489856166
152,-3.1036525480856927
153,-3.135047421738374
154,-3.098247182606398
155,-3.035326439874237
156,-3.008443006862446
157,-3.031954490789245
158,-3.083860672036643
159,-3.11001853173471
160,-3.0843350950329573
161,-3.0430287856162006
162,-3.0126469257338235
163,-3.0001715282930856
164,-3.0157260161175965
165,-3.063347621754122
166,-3.104878239791159
167,-3.066508240303853
168,-2.988834787190047
169,-2.9509796801689787
170,-2.9750608277479333
171,-3.043121813559773
172,-3.081861083834273
173,-3.04129017792705
174,-2.9866525559318466
175,-2.9567755195510386
176,-2.9491315873393256
177,-2.963948241591217
178,-3.009184468583844
179,-3.057640908752932
180,-3.023331054462686
181,-2.933602280947162
182,-2.8840947236139574
183,-2.9048505118628163
184,-2.9842246072606877
185,-3.0400728821143277
186,-2.9881428886900054
187,-2.918479576835994
