,fft
0,-0.4726866591912323
1,-0.9172935640305574
2,-1.2293758328291178
3,-1.507893642323953
4,-1.845042200762162
5,-2.37205695406654
6,-2.6121785382827962
7,-2.316874133074419
8,-2.260360510248301
9,-2.297741933509022
10,-2.393263130089962
11,-2.531553836255107
12,-2.6811720508633825
13,-2.7494034592814076
14,-2.7050972107396625
15,-2.645178096004571
16,-2.6151858669043104
17,-2.619038737410488
18,-2.6509413923408895
19,-2.699927999515076
20,-2.7482121314124583
21,-2.7750044909875324
22,-2.7720781038382696
23,-2.7519758672803927
24,-2.7329873431619904
25,-2.7262908522361777
26,-2.7355184885271773
27,-2.7572126455424413
28,-2.78289771989124
29,-2.801417575622541
30,-2.805636594550867
31,-2.7965350423722257
32,-2.782439179598723
33,-2.7725172277879566
34,-2.772476740972226
35,-2.783014381967806
36,-2.7995844835445793
37,-2.8148675866827544
38,-2.821506792933788
39,-2.8171545568998795
40,-2.8057685418427543
41,-2.7945726647842255
42,-2.7898649462057628
43,-2.794505524741767
44,-2.8066993650001346
45,-2.8205402888358466
46,-2.8286877674878843
47,-2.82671255442263
48,-2.816600215942294
49,-2.804513805245928
50,-2.797206751282988
51,-2.7985418972978744
52,-2.8085392032420624
53,-2.8219447582152655
54,-2.8308301256700172
55,-2.82985640600693
56,-2.8201984965063525
57,-2.807552565830197
58,-2.7988425242403525
59,-2.798567892480881
60,-2.807225439876226
61,-2.820064528241853
62,-2.8292392123996057
63,-2.8287962173120285
64,-2.819352248539523
65,-2.806588688447201
66,-2.797132268211737
67,-2.795715953595014
68,-2.8030882313843017
69,-2.8153261529410036
70,-2.824940379334894
71,-2.825183457274531
72,-2.8159127419233347
73,-2.8027864483014184
74,-2.7927833072148216
75,-2.7901884687934877
76,-2.796332447434547
77,-2.808416259867685
78,-2.818926509784255
79,-2.8197823583737853
80,-2.8102989819679065
81,-2.7967359028471783
82,-2.7859522307320415
83,-2.7821974212569596
84,-2.7874084790685103
85,-2.7997382621804965
86,-2.8114520446559648
87,-2.813013939923383
88,-2.8030985230834866
89,-2.7885591862283365
90,-2.7766605764805252
91,-2.771740920495505
92,-2.776425789244708
93,-2.7895517785013397
94,-2.802926654775815
95,-2.805340239373205
96,-2.7944450420204583
97,-2.7780360946610787
98,-2.7644576762979782
99,-2.7587111494891965
100,-2.7637181074580557
101,-2.7784998227346334
102,-2.7939483718807105
103,-2.7967609962381603
104,-2.7837443152359382
105,-2.764370013243398
106,-2.7492196062993535
107,-2.743597477963849
108,-2.7501101475495577
109,-2.7670448386291415
110,-2.7843891556229297
111,-2.7865130850255153
