,fft
0,-0.5066693931446188
1,-0.9161766350977636
2,-1.3434497556797032
3,-1.8759250561361485
4,-2.48364488684063
5,-2.197963050172758
6,-2.1564192260389476
7,-2.2168797315074924
8,-2.3232402861585126
9,-2.4340394810293335
10,-2.501519894205383
11,-2.518013252454862
12,-2.521780742541154
13,-2.5400125405232066
14,-2.5779632554872665
15,-2.6278708288746624
16,-2.6733498281840333
17,-2.6993068020889375
18,-2.7078859532525397
19,-2.7150067341461064
20,-2.7333102237525666
21,-2.764125121782575
22,-2.798377546338245
23,-2.822542648720764
24,-2.8318615049633022
25,-2.8356320884529733
26,-2.845799804907365
27,-2.8666616099064846
28,-2.892897713183538
29,-2.914066806935584
30,-2.9238504343814977
31,-2.92714680768746
32,-2.933297548952658
33,-2.947258517442304
34,-2.966858604739544
35,-2.9852571632814264
36,-2.996305867307008
37,-3.0004811784175818
38,-3.0039305200306243
39,-3.011784830865275
40,-3.0259548194485144
41,-3.042728679170821
42,-3.05568957223682
43,-3.0609961372209473
44,-3.0613911349700467
45,-3.0639584539971425
46,-3.07431673827932
47,-3.090847138573847
48,-3.1054576459537895
49,-3.1107552256070683
50,-3.1080061692477874
51,-3.107096563471286
52,-3.1154203638493394
53,-3.1316644127847884
54,-3.1465732315844517
55,-3.150911394500261
56,-3.146721482271135
57,-3.144256331134978
58,-3.1508806349878435
59,-3.1652909122245036
60,-3.1791121099841915
61,-3.1839896004737587
62,-3.180622326424376
63,-3.176899523629375
64,-3.1799921290774775
65,-3.191194481213511
66,-3.2051576227647653
67,-3.2133162698075246
68,-3.2111111554914724
69,-3.203815432520606
70,-3.2015673735126344
71,-3.2111001665353314
72,-3.2284806186834536
73,-3.2403113991944106
74,-3.236222342014535
75,-3.223071607035516
76,-3.2176880597735313
77,-3.229092570150656
78,-3.250271937406879
79,-3.2622624669382856
80,-3.2534896537939253
81,-3.237271838363343
82,-3.2329164096244
83,-3.2462894316549735
84,-3.26695439977209
85,-3.2759343500574865
86,-3.2664683038386784
87,-3.251928544705175
88,-3.247472927474781
89,-3.2575743628583687
90,-3.2751687089708628
91,-3.286142144679575
92,-3.2813688174436537
93,-3.266164095007228
94,-3.2551185380869794
95,-3.259922377735113
96,-3.2806025920084263
97,-3.300205444426617
98,-3.2962450168788906
99,-3.271539534440501
100,-3.2535105250154874
101,-3.261156711719279
102,-3.2910457743040147
103,-3.3141448147860877
104,-3.3005945207185596
105,-3.2678304253188095
106,-3.2524879982718526
107,-3.2680616259707715
108,-3.30063364265851
109,-3.3159388269623404
110,-3.2962033130222395
111,-3.267761715701961
112,-3.25754987216322
113,-3.2713038714407725
114,-3.2967900960589853
115,-3.310585448743241
116,-3.2988856765279055
117,-3.2733756550019226
118,-3.2556809751649176
119,-3.2600294301372665
120,-3.287520716812418
121,-3.3155789901537567
122,-3.307839271636099
123,-3.2676139105603927
124,-3.238011463461295
125,-3.246465560657248
126,-3.290583125584833
127,-3.3271051476524627
128,-3.301061119183085
129,-3.245790447718093
130,-3.2217352342095182
131,-3.2459639923270287
132,-3.2991272388958857
133,-3.3196533523588365
134,-3.278013165335941
135,-3.2309427752534567
136,-3.2193024225370004
137,-3.2456419350860894
138,-3.285906323648895
139,-3.2984629421270686
140,-3.268855516802212
141,-3.229262034044032
142,-3.209207506741677
143,-3.221457066343262
144,-3.262908251467271
145,-3.2985989390614474
146,-3.272963930401273
147,-3.2090445085244284
148,-3.1731571860266254
149,-3.194355922460081
150,-3.2666032776614937
151,-3.3125617569760406
152,-3.2456091586308804
153,-3.163818329834413
154,-3.1431472459484815
155,-3.1945938441385033
156,-3.2832940478555637
157,-3.285035570724681
158,-3.1948128151838664
159,-3.135443884269665
160,-3.1403848920096555
161,-3.197934029862092
162,-3.255598679600369
163,-3.237766368712567
164,-3.174169985244261
165,-3.1301318085844287
166,-3.1248646261452135
167,-3.1582393660971233
168,-3.2146519722311138
169,-3.234470015233264
170,-3.1702815670485522
171,-3.092946703442903
172,-3.068153881165222
173,-3.1179803957090044
174,-3.2274390243129747
175,-3.24193869752838
176,-3.110939302829874
177,-3.022909903872892
178,-3.0269493809792922
179,-3.127656266538905
180,-3.2549726096452725
181,-3.16728699876566
182,-3.031619431926626
183,-2.9852699131606664
184,-3.02930635189577
185,-3.1391845705655097
186,-3.1870377100228837
187,-3.0905480351140633
188,-3.0034515092097545
189,-2.9771133283363116
190,-3.0049483547410585
191,-3.0705544440469827
192,-3.127302198712846
193,-3.0869514892144747
194,-2.9815395068112
195,-2.9104298121991437
196,-2.916677704945317
197,-3.0231610254577523
198,-3.1771562858025653
199,-3.0456018469770494
200,-2.8689816830633283
201,-2.8085519340185727
202,-2.8712315784082474
203,-3.085709891236857
204,-3.154790915071527
205,-2.8845369389962494
206,-2.7614891179767254
207,-2.770185941969562
208,-2.907292653676374
209,-3.1075470080679186
210,-2.956540986950569
211,-2.786846422313367
212,-2.733164712707081
213,-2.768510826786888
214,-2.86308189826092
215,-2.9411641618580076
216,-2.892605362494
217,-2.7701531527247414
218,-2.6720672736614963
219,-2.6423899127324098
220,-2.7169178654455712
221,-2.9433384523690798
222,-2.8974295028216384
223,-2.6078696895308497
224,-2.483543493753334
225,-2.5016477323040647
226,-2.7113795858789063
227,-3.1417143594514747
228,-2.584568051293157
229,-2.3807900979220173
230,-2.3531331948775054
231,-2.49096033700485
232,-2.915883822709148
233,-2.617473281328198
234,-2.3447298393027713
235,-2.267691361171869
236,-2.317994183351933
237,-2.4626581218971526
238,-2.508826065317309
239,-2.370584357621733
240,-2.2440595021701384
241,-2.13118685531911
242,-2.0426237065789663
243,-2.0343289370037274
244,-2.19942446153216
245,-2.2865872763703528
246,-1.779207880696051
247,-1.4943606873655038
248,-1.3234339328780926
249,-1.225466812031891
250,-0.5581382870579397
251,-1.2036875704777912
252,-1.2826083158203014
253,-1.440843515054704
254,-1.7328755489029326
255,-2.543188383657393
256,-2.10295113587129
257,-1.9020483436161313
258,-1.9277044248982613
259,-2.105302238941444
260,-2.4241148576975933
261,-2.454625979301875
262,-2.3541382031361957
263,-2.3620247239110954
264,-2.3371609141933734
265,-2.277324080521976
266,-2.3128160034390968
267,-2.5716976741178614
268,-3.0833898531166133
269,-2.3837985420144157
270,-2.217364588497581
271,-2.2362281761804415
272,-2.452460121607404
273,-2.9037485172251136
274,-2.425834819124542
275,-2.255975058574694
276,-2.274094364411583
277,-2.4826516577239284
278,-3.0702970245258556
279,-2.602085916361338
280,-2.422789029722894
281,-2.451319138378426
282,-2.6615846359146182
283,-3.0415613160167485
284,-2.8739593378815256
285,-2.819662875360704
286,-2.8585819111869006
287,-2.677325504340463
288,-2.5449409724036602
289,-2.578335650274465
290,-2.868575344758894
291,-2.867315186659712
292,-2.4911424937742335
293,-2.3736904249167714
294,-2.4164016526649683
295,-2.6156417405757795
296,-2.6817715641184967
297,-2.4523721339168847
298,-2.363071069704019
299,-2.4204537968013615
300,-2.6424769668283647
301,-2.82297414631954
302,-2.5979496974207437
303,-2.5211715224273927
304,-2.6049810026783176
305,-2.8779102030703454
306,-3.4901652965522905
307,-3.210941684552813
308,-3.058753856651332
309,-2.8175395478662324
310,-2.636430751484831
311,-2.5972549755158236
312,-2.7137280810842515
313,-2.8174754395630477
314,-2.5619503682041556
315,-2.403337257199857
316,-2.380969826978092
317,-2.4720990085576275
318,-2.5658573061368672
319,-2.4594167516839067
320,-2.356098912550823
321,-2.357536192918805
322,-2.468056589302704
323,-2.6162840747939904
324,-2.5632573308052846
325,-2.4765882411009437
326,-2.5000862597228823
327,-2.655101781935924
328,-2.9884841347876754
329,-3.173684416374502
330,-2.9139965578029994
331,-2.7504482864895983
332,-2.641487962319358
333,-2.614158014325327
334,-2.6855160803421985
335,-2.7118220176720285
336,-2.525889862543714
337,-2.3840425454470164
338,-2.3471000861893843
339,-2.3965822824528082
340,-2.446473535387426
341,-2.377899774761506
342,-2.295534375540404
343,-2.286777181232696
344,-2.3566982580681777
345,-2.4438784306227292
346,-2.423996496240726
347,-2.3691951147960815
348,-2.3856564980385278
349,-2.496991577053855
350,-2.68082568322671
351,-2.7507332579930406
352,-2.6647341530775543
353,-2.604208824993987
354,-2.586729854635647
355,-2.612727433956073
356,-2.6679303426723027
357,-2.6103120163409788
358,-2.445346900218306
359,-2.334136928975292
360,-2.3057694510461433
361,-2.335157625282933
362,-2.339306357980028
363,-2.2688204755607995
364,-2.207748468756068
365,-2.2072315255220376
366,-2.259015964668289
367,-2.2987025639070926
368,-2.269687406341333
369,-2.237320488981896
370,-2.262736103024009
371,-2.352803792564845
372,-2.453483759274111
373,-2.466354295437662
374,-2.4357548765894075
375,-2.439182306799144
376,-2.4866662834692144
377,-2.5555173265636535
378,-2.5650557531255886
379,-2.454042238209046
380,-2.3302947170102994
381,-2.2633451887538536
382,-2.2540903076526466
383,-2.259012550719279
384,-2.2140667477236633
385,-2.1423215066358203
386,-2.1050640702668346
387,-2.116954448963269
388,-2.147313330130207
389,-2.1420645662512716
390,-2.1086017812002393
391,-2.100784541214607
392,-2.1406365387437916
393,-2.2060095149995704
394,-2.2388504613647005
395,-2.231324127028743
396,-2.238834708807268
397,-2.2885309443668103
398,-2.3659794379038326
399,-2.4085468592741113
400,-2.3603171211308416
401,-2.274039467240787
402,-2.2120155616650763
403,-2.1891455601880985
404,-2.179527368374446
405,-2.1357394593340073
406,-2.064523825936253
407,-2.014451241359186
408,-2.0042667123639104
409,-2.0144762753912455
410,-2.0056411617142347
411,-1.9747077771868982
412,-1.958499878697369
413,-1.9766801572215265
414,-2.0147118494732656
415,-2.0357073061977013
416,-2.0342908180130697
417,-2.0464377822566746
418,-2.0931843679906974
419,-2.1605607774489584
420,-2.2014883857356846
421,-2.1879863085412063
422,-2.151355428078555
423,-2.124743128499821
424,-2.113239078671503
425,-2.094052406335151
426,-2.0397278254866884
427,-1.9695279965061963
428,-1.9205127994460354
429,-1.90228703493824
430,-1.8947494463525787
431,-1.8712617018681577
432,-1.838961710186404
433,-1.8247845207029831
434,-1.8369418019735007
435,-1.8568566603870578
436,-1.8610604665407704
437,-1.8580377608056422
438,-1.8749253025611945
439,-1.919846341716445
440,-1.9715216825675232
441,-1.9983166521773121
442,-2.0005543813169178
443,-2.0028613376279782
444,-2.01331146765712
445,-2.0170644310376447
446,-1.9876720855687777
447,-1.9263546080825777
448,-1.8659136281116997
449,-1.828537091306723
450,-1.8081474308251428
451,-1.7824493202082694
452,-1.744587357915708
453,-1.7142397979196453
454,-1.7066694523411865
455,-1.714159326318481
456,-1.7162000525090442
457,-1.7081777893953027
458,-1.7094420623474196
459,-1.7334545135584354
460,-1.771575513087621
461,-1.8009769315568174
462,-1.816317046289728
463,-1.834386952088949
464,-1.8645080457587389
465,-1.8931057733801608
466,-1.8927059482586917
467,-1.8562552629855873
468,-1.8083314220184172
469,-1.7716035353845907
470,-1.7453917709495026
471,-1.7131213470190576
472,-1.668914763581229
473,-1.6300777269482016
474,-1.6110747909618284
475,-1.6070283350516308
476,-1.6008125943271516
477,-1.5882386540052602
478,-1.5835773447667079
479,-1.5970175407982663
480,-1.6213462559894003
481,-1.6409241768263398
482,-1.6560286437349128
483,-1.6809709811675302
484,-1.7208183585390058
485,-1.7592002753789737
486,-1.7736252960129733
487,-1.7607438312568187
488,-1.73790945512197
