,fft
0,0.5716769811670539
1,0.7375491393727388
2,0.7718109382961431
3,0.7725110190376185
4,0.7577131605337839
5,0.734141391480968
6,0.7126236313729069
7,0.7058918960233802
8,0.7171526456301913
9,0.7361282483581877
10,0.7502174204342542
11,0.7533158576203842
12,0.746206424047013
13,0.7340142616700522
14,0.7234792279477025
15,0.7199889737954727
16,0.7248861419927294
17,0.7347803138803277
18,0.7439914236813074
19,0.7481643103534115
20,0.7461744185673524
21,0.7398535754451778
22,0.7325254247846869
23,0.7275308895940458
24,0.7272654141725499
25,0.7322714633401582
26,0.7405418704423724
27,0.7483275642017375
28,0.7520858865545592
29,0.7499759164634658
30,0.7422144533852048
31,0.7316198167671412
32,0.7241592791604357
33,0.726674613171705
34,0.7402269861110415
35,0.7571136303646546
36,0.766927488406246
37,0.7635880395310242
38,0.7475931114655976
39,0.7263449901348955
40,0.7138446121680279
41,0.7233521854239248
42,0.7518421830184325
43,0.7798493679976879
44,0.7889143662790338
45,0.7716912608296873
46,0.7354304965460888
47,0.7052103238010824
48,0.709551811120846
49,0.7450254762539902
50,0.7837676776995994
51,0.8041047334888402
52,0.7952291938051695
53,0.7566453478334867
54,0.7089720146918874
55,0.6990999702771377
56,0.7397415801791354
57,0.7865185299773605
58,0.808914436781316
59,0.8023103247372987
60,0.7729581742686018
61,0.7354519534004322
62,0.71670871012142
63,0.7359166364140173
64,0.7735350971326237
65,0.799202043625172
66,0.8021992994225052
67,0.788532032944741
68,0.7699088991874389
69,0.7549619169147054
70,0.7485552362782801
71,0.7538550582151371
72,0.7695522539706908
73,0.7900072423203508
74,0.8082924221845087
75,0.815209039230298
76,0.8011639379811558
77,0.7661340787262307
78,0.7336804214611933
79,0.7401495668850083
80,0.7814071931352596
81,0.8227118814380054
82,0.845163142908763
83,0.8413176481742636
84,0.8049995540064314
85,0.740282290248094
86,0.7014319345344716
87,0.7554781328332015
88,0.8391434032113043
89,0.8839993455476702
90,0.8773088392090808
91,0.827090618610819
92,0.7514448414269572
93,0.6957569076615329
94,0.734900506665737
95,0.8402744359440102
96,0.9166256455731512
97,0.9244231116064323
98,0.8497831595123444
99,0.7132284748125468
100,0.6845181603686399
101,0.8022227869606666
102,0.8866473578644983
103,0.9119645185050951
104,0.8904297684184447
105,0.8238435458666182
106,0.7388528392017536
107,0.7518652275807789
108,0.8578057260871539
109,0.9224525789896694
110,0.9051990590188288
111,0.8128073726224279
112,0.738152255079477
113,0.819461559875581
114,0.9156403539062732
115,0.9383454757811772
116,0.8849053616536473
117,0.7826930873216862
118,0.7482860438187628
119,0.8316999315632226
120,0.9211829638127903
121,0.9684680966172932
122,0.9566854930966323
123,0.8651542804441246
124,0.7008720650857977
125,0.7508992397833345
126,0.9297503608798199
127,1.0107002277502937
128,0.9904375943097135
129,0.889657372229307
130,0.7848039072264741
131,0.8000976144949657
132,0.8799933759724916
133,0.9400696059901781
134,0.9705792004745467
135,0.9556212238128556
136,0.8924178118444895
137,0.8260906795145266
138,0.8626846620596955
139,0.9522720882089035
140,0.9918969413176574
141,0.9640075274783583
142,0.8754110304826337
143,0.821811273646144
144,0.9059083067379957
145,1.0002465787437018
146,1.0400430629046524
147,1.0129097860757794
148,0.9355114653018632
149,0.806648253238784
150,0.7575635474150552
151,0.9455562548419637
152,1.1199878813571866
153,1.1999140819348568
154,1.1530198613122002
155,0.9285523142066603
156,-0.032350253933378995
157,0.9492208045309883
158,1.170180219676524
159,1.2322028469524708
160,1.2283396996610803
161,1.160126889256281
162,0.9402192867140131
163,0.26688477317510134
164,1.084276582472857
165,1.3160392933821505
166,1.3694113722675276
167,1.2826464848391832
168,1.0360647701622137
169,0.4552507564018696
170,0.7748602337013775
171,1.078256575753878
172,1.2366975302284724
173,1.3103204809087565
174,1.2529326874595232
175,1.0424581475075454
176,0.662153127473219
177,0.9550561802332832
178,1.1077610259970527
179,1.1367307725156184
180,1.165711201943803
181,1.1834374841684605
182,1.1680174759410822
183,1.115461222233055
184,1.0591292874429121
185,0.9436059196980396
186,0.9491944559072217
187,1.1522768234086278
188,1.2967630878651362
