0 0 0
0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 10 0
0 11 0
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 0
0 18 0
0 19 0
0 20 0
0 21 0
0 22 0
0 23 0
0 24 0
0 25 0
0 26 0
0 27 0
0 28 0
0 29 0
0 30 0
0 31 0
0 32 0
0 33 0
0 34 0
0 35 0
0 36 0
0 37 0
0 38 0
0 39 0
0 40 0
0 41 0
0 42 0
0 43 0
0 44 0
0 45 0
0 46 0
0 47 0
0 48 0
0 49 0

1 0 0
1 1 7.94105e-114
1 2 1.19514e-113
1 3 1.99528e-113
1 4 2.74596e-113
1 5 3.42693e-113
1 6 4.01827e-113
1 7 4.50087e-113
1 8 4.85713e-113
1 9 5.07181e-113
1 10 5.13304e-113
1 11 5.03334e-113
1 12 4.77076e-113
1 13 4.35016e-113
1 14 3.78573e-113
1 15 3.10564e-113
1 16 2.35967e-113
1 17 1.6246e-113
1 18 9.93087e-114
1 19 5.34225e-114
1 20 2.53568e-114
1 21 1.07159e-114
1 22 4.07923e-115
1 23 1.42171e-115
1 24 4.86286e-116
1 25 2.64366e-116
1 26 4.80734e-116
1 27 1.40233e-115
1 28 4.02107e-115
1 29 1.05575e-114
1 30 2.49673e-114
1 31 5.25655e-114
1 32 9.76312e-114
1 33 1.59533e-113
1 34 2.31346e-113
1 35 3.03807e-113
1 36 3.69201e-113
1 37 4.22484e-113
1 38 4.60759e-113
1 39 4.82536e-113
1 40 4.8728e-113
1 41 4.75182e-113
1 42 4.47033e-113
1 43 4.04133e-113
1 44 3.48194e-113
1 45 2.81249e-113
1 46 2.05571e-113
1 47 1.236e-113
1 48 8.25175e-114
1 49 0

2 0 0
2 1 6.7246e-113
2 2 1.01087e-112
2 3 1.68613e-112
2 4 2.31946e-112
2 5 2.89377e-112
2 6 3.39224e-112
2 7 3.7988e-112
2 8 4.09863e-112
2 9 4.27897e-112
2 10 4.32989e-112
2 11 4.24517e-112
2 12 4.02314e-112
2 13 3.66781e-112
2 14 3.19063e-112
2 15 2.61453e-112
2 16 1.98064e-112
2 17 1.3544e-112
2 18 8.17361e-113
2 19 4.31482e-113
2 20 2.00056e-113
2 21 8.23391e-114
2 22 3.04725e-114
2 23 1.03111e-114
2 24 3.41374e-115
2 25 1.81021e-115
2 26 3.37339e-115
2 27 1.01668e-114
2 28 3.00272e-114
2 29 8.10926e-114
2 30 1.96912e-113
2 31 4.2441e-113
2 32 8.03278e-113
2 33 1.32956e-112
2 34 1.94123e-112
2 35 2.5568e-112
2 36 3.11058e-112
2 37 3.56086e-112
2 38 3.88404e-112
2 39 4.06804e-112
2 40 4.10851e-112
2 41 4.00703e-112
2 42 3.77026e-112
2 43 3.40905e-112
2 44 2.93781e-112
2 45 2.37363e-112
2 46 1.73566e-112
2 47 1.04449e-112
2 48 6.98135e-113
2 49 0

3 0 0
3 1 5.32692e-112
3 2 7.99737e-112
3 3 1.33266e-111
3 4 1.83234e-111
3 5 2.28525e-111
3 6 2.67813e-111
3 7 2.99832e-111
3 8 3.2342e-111
3 9 3.37576e-111
3 10 3.41526e-111
3 11 3.34786e-111
3 12 3.17229e-111
3 13 2.89159e-111
3 14 2.5145e-111
3 15 2.05836e-111
3 16 1.55488e-111
3 17 1.05601e-111
3 18 6.28844e-112
3 19 3.2551e-112
3 20 1.47309e-112
3 21 5.90104e-113
3 22 2.12228e-113
3 23 6.97112e-114
3 24 2.23427e-114
3 25 1.15552e-114
3 26 2.2069e-114
3 27 6.87072e-114
3 28 2.09042e-113
3 29 5.80936e-113
3 30 1.44936e-112
3 31 3.20047e-112
3 32 6.17768e-112
3 33 1.03624e-111
3 34 1.52336e-111
3 35 2.01214e-111
3 36 2.45043e-111
3 37 2.80608e-111
3 38 3.06119e-111
3 39 3.20658e-111
3 40 3.2389e-111
3 41 3.15939e-111
3 42 2.97323e-111
3 43 2.68893e-111
3 44 2.31778e-111
3 45 1.87325e-111
3 46 1.3704e-111
3 47 8.25472e-112
3 48 5.52442e-112
3 49 0

4 0 0
4 1 4.2853e-111
4 2 6.42557e-111
4 3 1.06973e-110
4 4 1.47013e-110
4 5 1.8329e-110
4 6 2.14743e-110
4 7 2.40358e-110
4 8 2.59208e-110
4 9 2.70498e-110
4 10 2.73613e-110
4 11 2.68171e-110
4 12 2.54072e-110
4 13 2.31556e-110
4 14 2.01294e-110
4 15 1.64618e-110
4 16 1.23995e-110
4 17 8.36038e-111
4 18 4.90625e-111
4 19 2.48538e-111
4 20 1.09538e-111
4 21 4.26108e-112
4 22 1.48598e-112
4 23 4.72845e-113
4 24 1.46413e-113
4 25 7.37164e-114
4 26 1.44555e-113
4 27 4.65847e-113
4 28 1.46309e-112
4 29 4.19322e-112
4 30 1.0773e-111
4 31 2.44272e-111
4 32 4.81799e-111
4 33 8.20083e-111
4 34 1.21437e-110
4 35 1.60862e-110
4 36 1.96089e-110
4 37 2.24616e-110
4 38 2.45067e-110
4 39 2.56732e-110
4 40 2.5935e-110
4 41 2.5302e-110
4 42 2.38151e-110
4 43 2.15421e-110
4 44 1.8573e-110
4 45 1.50152e-110
4 46 1.09895e-110
4 47 6.62575e-111
4 48 4.4397e-111
4 49 0

5 0 0
5 1 3.42429e-110
5 2 5.12814e-110
5 3 8.52924e-110
5 4 1.17162e-109
5 5 1.46025e-109
5 6 1.71037e-109
5 7 1.91392e-109
5 8 2.06356e-109
5 9 2.153e-109
5 10 2.1774e-109
5 11 2.13376e-109
5 12 2.02132e-109
5 13 1.84194e-109
5 14 1.60076e-109
5 15 1.30789e-109
5 16 9.82293e-110
5 17 6.57232e-110
5 18 3.79496e-110
5 19 1.87698e-110
5 20 8.03534e-111
5 21 3.02761e-111
5 22 1.02131e-111
5 23 3.14131e-112
5 24 9.37763e-113
5 25 4.58783e-113
5 26 9.25451e-113
5 27 3.09355e-112
5 28 1.00518e-111
5 29 2.97819e-111
5 30 7.89959e-111
5 31 1.84403e-110
5 32 3.72526e-110
5 33 6.44449e-110
5 34 9.61679e-110
5 35 1.27758e-109
5 36 1.55877e-109
5 37 1.786e-109
5 38 1.94881e-109
5 39 2.04177e-109
5 40 2.06283e-109
5 41 2.01277e-109
5 42 1.8948e-109
5 43 1.71429e-109
5 44 1.47835e-109
5 45 1.19551e-109
5 46 8.75369e-110
5 47 5.28267e-110
5 48 3.5441e-110
5 49 0

6 0 0
6 1 2.71705e-109
6 2 4.06391e-109
6 3 6.75277e-109
6 4 9.27158e-109
6 5 1.15519e-108
6 6 1.35268e-108
6 7 1.5133e-108
6 8 1.63126e-108
6 9 1.70162e-108
6 10 1.72059e-108
6 11 1.68585e-108
6 12 1.59682e-108
6 13 1.45494e-108
6 14 1.26412e-108
6 15 1.03196e-108
6 16 7.72812e-109
6 17 5.12851e-109
6 18 2.9082e-109
6 19 1.4005e-109
6 20 5.80624e-110
6 21 2.11277e-110
6 22 6.8753e-111
6 23 2.03899e-111
6 24 5.85492e-112
6 25 2.77755e-112
6 26 5.77538e-112
6 27 2.00716e-111
6 28 6.76394e-111
6 29 2.07744e-110
6 30 5.70582e-110
6 31 1.37536e-109
6 32 2.85366e-109
6 33 5.02686e-109
6 34 7.56315e-109
6 35 1.00766e-108
6 36 1.23048e-108
6 37 1.41017e-108
6 38 1.53886e-108
6 39 1.6124e-108
6 40 1.62922e-108
6 41 1.5899e-108
