999
0 0 0 1.17774e-06
0 0 1 -3.70387e-05
0 0 2 3.75649e-05
0 0 3 -6.53309e-05
0 0 4 1.16568e-05
0 0 5 -3.96365e-05
0 0 6 -5.33871e-05
0 0 7 -7.94259e-06
0 0 8 -9.8484e-05
0 0 9 -8.80978e-07
0 0 10 -0.000114009
0 0 11 -2.84698e-06
0 0 12 -0.000114048
0 0 13 -2.72059e-06
0 0 14 -0.000105991
0 0 15 6.02779e-06
0 0 16 -9.83357e-05
0 0 17 1.95199e-05
0 0 18 -7.68451e-05
0 0 19 1.17957e-05
0 0 20 -2.8997e-05
0 0 21 -1.6267e-05
0 0 22 2.34128e-05
0 0 23 -4.15517e-05
0 0 24 5.60056e-05
0 0 25 -5.1154e-05
0 0 26 7.14246e-05
0 0 27 -6.08312e-05
0 0 28 9.23109e-05
0 0 29 -6.41481e-05
0 0 30 6.55238e-05
0 0 31 -3.6091e-05
0 0 32 2.79404e-05
0 0 33 -0.000252316
0 1 0 -5.76155e-05
0 1 1 5.73196e-05
0 1 2 -9.43839e-05
0 1 3 0.000101552
0 1 4 -0.000105267
0 1 5 0.000134762
0 1 6 -3.9761e-05
0 1 7 0.000108856
0 1 8 9.1832e-05
0 1 9 7.78236e-05
0 1 10 0.000173627
0 1 11 8.39355e-05
0 1 12 0.000209519
0 1 13 4.30737e-05
0 1 14 0.000243045
0 1 15 -1.8394e-05
0 1 16 0.000183061
0 1 17 7.78898e-06
0 1 18 1.41857e-05
0 1 19 6.02696e-05
0 1 20 -0.000112486
0 1 21 2.14514e-05
0 1 22 -0.000128702
0 1 23 -8.29992e-05
0 1 24 -9.33246e-05
0 1 25 -0.000179034
0 1 26 -3.91853e-05
0 1 27 -0.000251164
0 1 28 2.46616e-05
0 1 29 -0.000258609
0 1 30 5.44201e-07
0 1 31 -7.11129e-05
0 1 32 -1.76169e-05
0 1 33 -0.000205207
0 2 0 -0.000132838
0 2 1 0.000171928
0 2 2 -0.000250671
0 2 3 0.000296965
0 2 4 -0.000250751
0 2 5 0.000327006
0 2 6 -5.18056e-05
0 2 7 0.000216565
0 2 8 0.000262757
0 2 9 0.000122123
0 2 10 0.000440819
0 2 11 0.000129966
0 2 12 0.000501757
0 2 13 5.77296e-05
0 2 14 0.000553236
0 2 15 -6.32216e-05
0 2 16 0.000427464
0 2 17 -1.19657e-05
0 2 18 6.71375e-05
0 2 19 0.000119665
0 2 20 -0.000236224
0 2 21 7.87644e-05
0 2 22 -0.000308067
0 2 23 -0.000118356
0 2 24 -0.000239447
0 2 25 -0.000329758
0 2 26 -0.0001141
0 2 27 -0.000480729
0 2 28 4.64934e-07
0 2 29 -0.000486912
0 2 30 -4.43655e-05
0 2 31 -0.000105025
0 2 32 -6.18706e-05
0 2 33 -0.000150532
0 3 0 -0.000205228
0 3 1 0.000259549
0 3 2 -0.000395878
0 3 3 0.000449343
0 3 4 -0.000384916
0 3 5 0.00048325
0 3 6 -5.11857e-05
0 3 7 0.000308511
0 3 8 0.000451514
0 3 9 0.000176438
0 3 10 0.000726919
0 3 11 0.000212757
0 3 12 0.000806426
0 3 13 0.000122536
0 3 14 0.000874295
0 3 15 -7.3894e-05
0 3 16 0.000691847
0 3 17 -3.11175e-05
0 3 18 0.000139786
0 3 19 0.000161505
0 3 20 -0.000366904
0 3 21 0.000126839
0 3 22 -0.000531271
0 3 23 -0.000150671
0 3 24 -0.000442242
0 3 25 -0.00048755
0 3 26 -0.000223684
0 3 27 -0.000739331
0 3 28 -2.99011e-05
0 3 29 -0.000742801
0 3 30 -8.71698e-05
0 3 31 -0.000153645
0 3 32 -0.000106821
0 3 33 -9.81305e-05
0 4 0 -0.000274808
0 4 1 0.000354336
0 4 2 -0.000541869
0 4 3 0.000617784
0 4 4 -0.000514141
0 4 5 0.000643461
0 4 6 -3.7363e-05
0 4 7 0.000381212
0 4 8 0.000649951
0 4 9 0.000191913
0 4 10 0.00101156
0 4 11 0.000246253
0 4 12 0.00110431
0 4 13 0.00013814
0 4 14 0.00119551
0 4 15 -0.000126437
0 4 16 0.000971638
0 4 17 -7.96229e-05
0 4 18 0.000238468
0 4 19 0.000194968
0 4 20 -0.000474047
0 4 21 0.000196536
0 4 22 -0.000740463
0 4 23 -0.000130187
0 4 24 -0.000634576
0 4 25 -0.000572113
0 4 26 -0.000318247
0 4 27 -0.000920643
0 4 28 -4.81176e-05
0 4 29 -0.000933641
0 4 30 -0.000112405
0 4 31 -0.000174746
0 4 32 -0.000154226
0 4 33 -5.36639e-05
0 5 0 -0.000346801
0 5 1 0.000443357
0 5 2 -0.000688651
0 5 3 0.000774294
0 5 4 -0.000644044
0 5 5 0.000806736
0 5 6 -1.61988e-05
0 5 7 0.000482946
0 5 8 0.000873771
0 5 9 0.000261895
0 5 10 0.0013389
0 5 11 0.000354271
0 5 12 0.00144473
0 5 13 0.000241327
0 5 14 0.00154238
0 5 15 -9.58215e-05
0 5 16 0.00126074
0 5 17 -6.93896e-05
0 5 18 0.000334945
0 5 19 0.000257103
0 5 20 -0.000594946
0 5 21 0.000268573
0 5 22 -0.000970543
0 5 23 -0.000132661
0 5 24 -0.00084408
0 5 25 -0.000703301
0 5 26 -0.00041881
0 5 27 -0.00116032
0 5 28 -6.23519e-05
0 5 29 -0.00117166
0 5 30 -0.000135981
0 5 31 -0.000217652
0 5 32 -0.000212644
0 5 33 -1.10585e-05
0 6 0 -0.000419121
0 6 1 0.000540098
0 6 2 -0.00083965
0 6 3 0.000948543
0 6 4 -0.000770544
0 6 5 0.000974919
0 6 6 1.23247e-05
0 6 7 0.000562721
0 6 8 0.00109387
0 6 9 0.000283589
0 6 10 0.001647
0 6 11 0.000397068
0 6 12 0.00176094
0 6 13 0.000280222
0 6 14 0.00187265
0 6 15 -0.00011337
0 6 16 0.00155003
0 6 17 -8.63734e-05
0 6 18 0.000448817
0 6 19 0.000316669
0 6 20 -0.000689779
0 6 21 0.000369188
0 6 22 -0.00117129
0 6 23 -7.47448e-05
0 6 24 -0.00101847
0 6 25 -0.000750626
0 6 26 -0.000480238
0 6 27 -0.00130624
0 6 28 -4.57482e-05
0 6 29 -0.00132532
0 6 30 -0.00013457
0 6 31 -0.000225503
0 6 32 -0.000273227
0 6 33 2.08399e-05
0 7 0 -0.000502636
0 7 1 0.000650477
0 7 2 -0.00101479
0 7 3 0.00113568
0 7 4 -0.000927076
0 7 5 0.00115776
0 7 6 1.47893e-05
0 7 7 0.000665275
0 7 8 0.00130275
0 7 9 0.000334855
0 7 10 0.00196143
0 7 11 0.000473588
0 7 12 0.00208418
0 7 13 0.000362285
0 7 14 0.00218888
0 7 15 -7.80952e-05
0 7 16 0.00180286
0 7 17 -5.3212e-05
0 7 18 0.000518497
0 7 19 0.000409347
0 7 20 -0.000819863
0 7 21 0.0004732
0 7 22 -0.00138241
0 7 23 -5.08279e-05
0 7 24 -0.00117379
0 7 25 -0.0008563
0 7 26 -0.000509061
0 7 27 -0.00150835
0 7 28 4.96915e-06
0 7 29 -0.00151499
0 7 30 -0.000124196
0 7 31 -0.000246134
0 7 32 -0.000344563
0 7 33 5.1396e-05
0 8 0 -0.00058317
0 8 1 0.00077284
0 8 2 -0.00118913
0 8 3 0.00134182
0 8 4 -0.00107547
0 8 5 0.00134133
0 8 6 2.52355e-05
0 8 7 0.000738065
0 8 8 0.00149813
0 8 9 0.000325474
0 8 10 0.00223897
0 8 11 0.000467037
0 8 12 0.00236376
0 8 13 0.000360466
0 8 14 0.00247255
0 8 15 -0.00010705
0 8 16 0.00204713
0 8 17 -5.64215e-05
0 8 18 0.000605568
0 8 19 0.000498089
0 8 20 -0.000919075
0 8 21 0.000610689
0 8 22 -0.00155949
0 8 23 3.73165e-05
0 8 24 -0.00129277
0 8 25 -0.000879635
0 8 26 -0.000501431
0 8 27 -0.00162224
0 8 28 7.8513e-05
0 8 29 -0.00162317
0 8 30 -9.32539e-05
0 8 31 -0.000233646
0 8 32 -0.000409497
0 8 33 7.51638e-05
0 9 0 -0.000678209
0 9 1 0.000911639
0 9 2 -0.0014
0 9 3 0.0015631
0 9 4 -0.00126597
0 9 5 0.00153857
0 9 6 3.45293e-06
0 9 7 0.000831399
0 9 8 0.00168188
0 9 9 0.000347056
0 9 10 0.00252932
0 9 11 0.000495979
0 9 12 0.00266334
0 9 13 0.000400084
0 9 14 0.0027551
0 9 15 -8.83523e-05
0 9 16 0.00226117
0 9 17 -1.62497e-05
0 9 18 0.000647906
0 9 19 0.000612293
0 9 20 -0.00105691
0 9 21 0.000743811
0 9 22 -0.0017494
0 9 23 8.37798e-05
0 9 24 -0.00139518
0 9 25 -0.000970599
0 9 26 -0.000468978
0 9 27 -0.00179855
0 9 28 0.000167604
0 9 29 -0.00177481
0 9 30 -6.55291e-05
0 9 31 -0.000236221
0 9 32 -0.000483595
0 9 33 9.93015e-05
0 10 0 -0.000764842
0 10 1 0.00105836
0 10 2 -0.0016011
0 10 3 0.00179115
0 10 4 -0.00144277
0 10 5 0.00172413
0 10 6 -1.18907e-05
0 10 7 0.000889782
0 10 8 0.00184924
0 10 9 0.000312373
0 10 10 0.00278082
0 10 11 0.000451182
0 10 12 0.00291832
0 10 13 0.000363011
0 10 14 0.00300266
0 10 15 -0.000132521
0 10 16 0.00246305
0 10 17 -1.84221e-05
0 10 18 0.000704829
0 10 19 0.000711223
0 10 20 -0.00116786
0 10 21 0.000896859
0 10 22 -0.00191751
0 10 23 0.000178413
0 10 24 -0.00148152
0 10 25 -0.00100179
0 10 26 -0.000426947
0 10 27 -0.00191357
0 10 28 0.000252652
0 10 29 -0.00187543
0 10 30 -3.41781e-05
0 10 31 -0.000216778
0 10 32 -0.000545611
0 10 33 0.000124075
0 11 0 -0.000856456
0 11 1 0.00120547
0 11 2 -0.00182025
0 11 3 0.00200979
0 11 4 -0.00164141
0 11 5 0.00190354
0 11 6 -4.43087e-05
0 11 7 0.000962477
0 11 8 0.00201336
0 11 9 0.000313926
0 11 10 0.00304842
0 11 11 0.000455242
0 11 12 0.00319759
0 11 13 0.000379683
0 11 14 0.00326067
0 11 15 -0.000124674
0 11 16 0.00265409
0 11 17 1.57938e-05
0 11 18 0.000740796
0 11 19 0.00082077
0 11 20 -0.00129944
0 11 21 0.00103447
0 11 22 -0.00209959
0 11 23 0.000229364
0 11 24 -0.00157307
0 11 25 -0.00109569
0 11 26 -0.000392477
0 11 27 -0.00208844
0 11 28 0.000321978
0 11 29 -0.00202355
0 11 30 -1.84996e-05
0 11 31 -0.000217406
0 11 32 -0.000609235
0 11 33 0.00015233
0 12 0 -0.000939265
0 12 1 0.00134838
0 12 2 -0.00202645
0 12 3 0.00221415
0 12 4 -0.00183218
0 12 5 0.00205611
0 12 6 -8.88601e-05
0 12 7 0.000998995
0 12 8 0.00213884
0 12 9 0.000269497
0 12 10 0.00326192
0 12 11 0.000402333
0 12 12 0.00341832
0 12 13 0.000337319
0 12 14 0.00346263
0 12 15 -0.000166204
0 12 16 0.00280175
0 12 17 1.30201e-05
0 12 18 0.000760247
0 12 19 0.00090692
0 12 20 -0.00142317
0 12 21 0.00116977
0 12 22 -0.00226199
0 12 23 0.00029867
0 12 24 -0.00164606
0 12 25 -0.00115871
0 12 26 -0.000350415
0 12 27 -0.00222947
0 12 28 0.000385635
0 12 29 -0.00214583
0 12 30 -1.44255e-06
0 12 31 -0.000206903
0 12 32 -0.000658949
0 12 33 0.000185548
0 13 0 -0.00101026
0 13 1 0.0014706
0 13 2 -0.00220945
0 13 3 0.00238383
0 13 4 -0.00199813
0 13 5 0.0021885
0 13 6 -0.000115583
0 13 7 0.0010518
0 13 8 0.0022771
0 13 9 0.000275655
0 13 10 0.00349318
0 13 11 0.000416507
0 13 12 0.00366314
0 13 13 0.000367433
0 13 14 0.00368704
0 13 15 -0.000142125
0 13 16 0.00296881
0 13 17 5.09113e-05
0 13 18 0.00080085
0 13 19 0.000997513
0 13 20 -0.00153002
0 13 21 0.00127904
0 13 22 -0.00242591
0 13 23 0.000327437
0 13 24 -0.00174514
0 13 25 -0.00126326
0 13 26 -0.000351438
0 13 27 -0.00240655
0 13 28 0.000404125
0 13 29 -0.0022968
0 13 30 -6.70739e-06
0 13 31 -0.000215777
0 13 32 -0.000702596
0 13 33 0.000218989
0 14 0 -0.00107356
0 14 1 0.00157085
0 14 2 -0.00236895
0 14 3 0.00251886
0 14 4 -0.00214908
0 14 5 0.00229126
0 14 6 -0.000157943
0 14 7 0.00108984
0 14 8 0.0023697
0 14 9 0.000274247
0 14 10 0.00366711
0 14 11 0.00041966
0 14 12 0.00384983
0 14 13 0.000385907
0 14 14 0.00384746
0 14 15 -0.000123957
0 14 16 0.00307372
0 14 17 8.26593e-05
0 14 18 0.000803069
0 14 19 0.00107391
0 14 20 -0.00163335
0 14 21 0.0013709
0 14 22 -0.00255414
0 14 23 0.000350327
0 14 24 -0.00180332
0 14 25 -0.00135473
0 14 26 -0.000326862
0 14 27 -0.00256107
0 14 28 0.000436283
0 14 29 -0.00242872
0 14 30 -2.47641e-06
0 14 31 -0.000224017
0 14 32 -0.000739531
0 14 33 0.000251534
0 15 0 -0.00111313
0 15 1 0.00162943
0 15 2 -0.00246227
0 15 3 0.00259805
0 15 4 -0.00222844
0 15 5 0.00236002
0 15 6 -0.000157629
0 15 7 0.00113541
0 15 8 0.00246762
0 15 9 0.000313991
0 15 10 0.00382548
0 15 11 0.000477174
0 15 12 0.00401871
0 15 13 0.000457171
0 15 14 0.00399817
0 15 15 -6.1992e-05
0 15 16 0.00318634
0 15 17 0.000133745
0 15 18 0.000837495
0 15 19 0.00113483
0 15 20 -0.00169181
0 15 21 0.00142921
0 15 22 -0.00265717
0 15 23 0.000353556
